State,Percentage_pop_with_bachelors,Year,Adults 19-25,Adults 26-34,Adults 35-54,EnergyC_addunit,num_jobs_tot,Av_temperature,Median_income,GDP,Elec_price,Tot_vehicle,Number of registrations,Label,Label_py,Label_R,Key,norm_Av_temperature,norm_Percentage_pop_with_bachelors,norm_Adults 19-25,norm_Adults 26-34,norm_Adults 35-54,norm_EnergyC_addunit,norm_num_jobs_tot,norm_Median_income,norm_GDP,norm_Elec_price,norm_Tot_vehicle
District of Columbia,55.0,2014,64600.0,133100.0,168700.0,179278.0,860669.0,58.5,78216.0,119414.6,35.5,216156.0,0.0,Low,0,1,District of Columbia2014,0.7609391675560299,0.8150537634408602,0.00643551352771211,0.014026449876910745,0.003992562873079557,0.003797455614012481,0.019947811314784774,0.6373683383115862,0.030966109001149204,0.2274688398849473,0.0028297943742985263
Florida,27.3,2014,1714600.0,2146800.0,5075100.0,4173314.0,10937166.0,70.9,52856.0,851692.4,31.55,7543890.0,0.0,Low,0,1,Florida2014,0.8932764140875133,0.2193548387096774,0.43984764906750723,0.39831300929371577,0.4841178197475291,0.2868938874261663,0.44257151743954004,0.23868888539537808,0.2737078672990055,0.18012943432406522,0.3726792655253711
Georgia,29.1,2014,923700.0,1180500.0,2723600.0,2977977.0,5670735.0,62.4,56768.0,490079.3,29.38,3567887.0,0.0,Low,0,1,Georgia2014,0.8025613660618997,0.25806451612903225,0.23209876543209876,0.21390813152420754,0.25400724141305414,0.20216865222221608,0.2216893410968784,0.30018864958339886,0.15383723935215454,0.15412272291466922,0.17200022793406688
Hawaii,31.0,2014,116600.0,170100.0,344600.0,295244.0,882732.0,77.7,81591.0,76773.3,98.0,591971.0,0.0,Low,0,1,Hawaii2014,0.9658484525080042,0.29892473118279567,0.02009456264775414,0.02108738382855289,0.021205597416576964,0.012017101308625206,0.020873167301913086,0.690426033642509,0.016831003255616046,0.976510067114094,0.02179813833992833
Idaho,25.0,2014,149600.0,182500.0,393200.0,525029.0,925519.0,44.3,61217.0,64575.2,23.23,608670.0,0.0,Low,0,1,Idaho2014,0.6093916755602987,0.16989247311827954,0.02876280535855004,0.023453750882616742,0.025961444368333496,0.028304213789322866,0.022667719566848005,0.37013048262851755,0.012787471904681902,0.0804170661553212,0.022640979567346214
Illinois,32.8,2014,1170100.0,1557900.0,3418400.0,4085398.0,7613484.0,50.3,62910.0,771356.1,27.6,4795379.0,0.0,Low,0,1,Illinois2014,0.6734258271077908,0.33763440860215044,0.29682164433937486,0.2859296578309574,0.32199823857520304,0.28066241983318585,0.3031712075084063,0.39674579468637006,0.24707729797525418,0.13279002876318316,0.23395488772960155
Indiana,24.7,2014,593700.0,738200.0,1696100.0,2910530.0,3740428.0,50.3,55056.0,327958.3,26.63,2395758.0,0.0,Low,0,1,Indiana2014,0.6734258271077908,0.16344086021505372,0.14541633832413975,0.12950134539417188,0.1534592425873373,0.19738802304500427,0.1407293112076661,0.27327464235183146,0.10009597258562582,0.12116490891658677,0.1128398803053408
Iowa,27.7,2014,271000.0,349100.0,766600.0,1540439.0,2038926.0,46.0,66225.0,173095.9,23.89,1349292.0,0.0,Low,0,1,Iowa2014,0.6275346851654215,0.22795698924731178,0.06065143157341739,0.0552470372702811,0.06250122321166454,0.10027626106841077,0.06936571320146581,0.4488602421002987,0.048760849125340754,0.088326941514861,0.06002206559241886
Kansas,31.5,2014,268100.0,335200.0,704100.0,1133375.0,1895859.0,53.5,61224.0,150183.6,29.97,978611.0,0.0,Low,0,1,Kansas2014,0.7075773745997865,0.30967741935483867,0.05988967691095351,0.052594416137096624,0.05638516488893238,0.07142365034602804,0.06336526425932347,0.3702405282188335,0.04116568238855319,0.16119367209971236,0.041312847733835194
Kentucky,22.2,2014,387100.0,484100.0,1155200.0,1779652.0,2440072.0,54.2,49014.0,187983.8,23.96,1749979.0,0.0,Low,0,1,Kentucky2014,0.7150480256136605,0.10967741935483867,0.09114788547412661,0.08100990439113757,0.10052842743908406,0.11723162820658396,0.0861903903900881,0.1782895771105172,0.05369601856972737,0.08916586768935764,0.08024576299288534
Louisiana,22.9,2014,441200.0,570000.0,1153600.0,3940900.0,2684755.0,65.5,48579.0,240737.3,24.4,1459340.0,0.0,Low,0,1,Louisiana2014,0.8356456776947705,0.12473118279569886,0.1053585500394011,0.09740272132211217,0.10037185634602211,0.270420431978296,0.0964527698941681,0.17145102971230938,0.07118320355111826,0.09443911792905081,0.06557646953246817
Maine,29.4,2014,102300.0,131500.0,354400.0,415034.0,810868.0,41.8,59237.0,56410.8,37.08,471716.0,0.0,Low,0,1,Maine2014,0.582710779082177,0.264516129032258,0.01633832413974258,0.01372111219251541,0.022164595361581368,0.020507791319125338,0.017859081155016065,0.33900330136770945,0.010081066205305224,0.2464046021093001,0.015728561011756723
Maryland,38.2,2014,515800.0,719900.0,1628900.0,1426361.0,3537654.0,54.0,87252.0,352761.3,35.47,1989816.0,0.0,Low,0,1,Maryland2014,0.7129135538954108,0.4537634408602151,0.12495403204623062,0.12600904562890022,0.1468832566787357,0.09219043641678848,0.13222465930475372,0.7794214746109103,0.10831788485862076,0.22710930009587726,0.09235094961844513
Massachusetts,41.2,2014,597300.0,802700.0,1813900.0,1452646.0,4447626.0,48.4,72344.0,470468.5,45.0,2438254.0,0.0,Low,0,1,Massachusetts2014,0.6531483457844184,0.5182795698924731,0.14636196480168112,0.14181027079635886,0.16498678931402289,0.0940535116895658,0.17039027768480738,0.5450558088350889,0.14733648229844132,0.34132310642377756,0.11498476208271372
Michigan,27.4,2014,929600.0,1050300.0,2569200.0,2909764.0,5412041.0,43.2,59575.0,451773.2,32.38,3445806.0,0.0,Low,0,1,Michigan2014,0.5976520811099253,0.22150537634408596,0.23364854215918046,0.18906127745653709,0.23889813093257659,0.19733372912607913,0.21083931880914908,0.34431693130011004,0.1411392030774873,0.1900767018216683,0.16583848771702378
Minnesota,34.3,2014,462200.0,678600.0,1416600.0,1939400.0,3603717.0,38.6,77032.0,324751.4,28.04,2162403.0,2.0,Low,0,1,Minnesota2014,0.5485592315901815,0.3698924731182795,0.11087470449172576,0.1181275166504456,0.12610822976807906,0.12855453285469629,0.13499544263329732,0.6187549127495677,0.09903292172612224,0.13806327900287632,0.10106185679350774
Mississippi,21.1,2014,269800.0,323400.0,749000.0,1102445.0,1556753.0,62.2,40692.0,104300.3,28.35,857667.0,0.0,Low,0,1,Mississippi2014,0.8004268943436499,0.08602150537634409,0.060336222747570264,0.050342550714681016,0.06077894118798317,0.0692313384500036,0.049142639622096744,0.04746109102342399,0.025955890532910388,0.14177852348993292,0.035208494813970016
Missouri,27.5,2014,534800.0,703000.0,1530000.0,1911681.0,3596751.0,52.9,64873.0,287507.5,26.71,2231294.0,0.0,Low,0,1,Missouri2014,0.7011739594450374,0.2236559139784946,0.12994483845547675,0.12278391633747447,0.1372052059888443,0.1265898159634612,0.13470327793192688,0.42760572237069644,0.08668699266495238,0.12212368168744009,0.10453896170985276
Montana,29.3,2014,95200.0,110000.0,243000.0,405273.0,648873.0,42.6,58541.0,45177.2,25.76,436580.0,47.0,Low,0,1,Montana2014,0.5912486659551761,0.26236559139784943,0.014473338586813765,0.009618137058453083,0.011263333007143557,0.0198159336916732,0.011064762923821263,0.32806162553057694,0.006357255629571807,0.11073825503355707,0.013955157253055319
Nebraska,29.5,2014,161900.0,223200.0,459800.0,878327.0,1282745.0,48.4,65148.0,111945.9,25.91,751543.0,0.0,Low,0,1,Nebraska2014,0.6531483457844184,0.26666666666666666,0.031993695823483055,0.031220778229423103,0.03247871611703689,0.053345901737646396,0.03765032473649395,0.4319289419902531,0.028490319935579822,0.112535953978907,0.02985214518713634
Nevada,23.1,2014,259200.0,351300.0,759100.0,708332.0,1608494.0,51.4,57135.0,136008.7,28.5,990113.0,0.0,Low,0,1,Nevada2014,0.6851654215581644,0.12903225806451613,0.057551878119254,0.05566687658632469,0.06176729621293669,0.04129669188427825,0.05131273635100968,0.3059581826756799,0.0364668643311216,0.14357622243528284,0.0418933830831232
New Hampshire,35.0,2014,109400.0,132000.0,368000.0,314337.0,844499.0,43.9,84081.0,72995.2,44.61,559174.0,0.0,Low,0,1,New Hampshire2014,0.6051227321237994,0.38494623655913973,0.018203309692671393,0.013816530218888953,0.023495449652607886,0.013370409133739814,0.019269616766814653,0.7295708221977677,0.015578606095651436,0.3366490891658677,0.020142789891780276
New Jersey,37.4,2014,746900.0,1002000.0,2498000.0,2232255.0,5206784.0,52.6,74740.0,542842.8,40.98,3476346.0,32.0,Low,0,1,New Jersey2014,0.6979722518676628,0.43655913978494615,0.18565799842395586,0.17984389610885287,0.2319307172913201,0.14931203367300347,0.2022305260860382,0.5827228423203898,0.171327739219758,0.29314477468839883,0.16737991960428303
New Mexico,26.4,2014,206800.0,233900.0,496900.0,681854.0,1083772.0,54.0,53482.0,92185.7,28.45,724099.0,0.0,Low,0,1,New Mexico2014,0.7129135538954108,0.19999999999999993,0.04378775939059627,0.03326272399381691,0.03610920833741071,0.03941993681208506,0.029305092590961535,0.24853010532935074,0.02194003848185106,0.14297698945349951,0.028466976335992177
New York,34.5,2014,1828500.0,2487400.0,5265900.0,3840907.0,11865518.0,45.1,62216.0,1430923.3,47.63,5159696.0,123.0,Low,0,1,New York2014,0.6179295624332978,0.37419354838709673,0.46976622012083,0.4633117688593729,0.5027889225951658,0.26333294916487304,0.48150802114993946,0.38583556044647066,0.46571631972846567,0.3728427612655801,0.2523428982361709
North Carolina,28.7,2014,872400.0,1097900.0,2640000.0,2603078.0,5568662.0,57.8,53594.0,483191.3,27.35,3474767.0,0.0,Low,0,1,North Carolina2014,0.7534685165421557,0.2494623655913978,0.21862358812713423,0.19814507356729832,0.24582640180056756,0.1755958899361614,0.2174082432555083,0.25029083477440656,0.1515539457289481,0.12979386385426656,0.16730022343696208
North Dakota,27.4,2014,83300.0,94700.0,168300.0,640539.0,606989.0,38.6,69570.0,59926.3,24.69,250998.0,0.0,Low,0,1,North Dakota2014,0.5485592315901815,0.22150537634408596,0.011347517730496455,0.006698345451422683,0.003953420099814072,0.036491538299823496,0.009308083860915846,0.5014463134727244,0.01124641445332819,0.09791466922339408,0.004588359201275825
Ohio,26.6,2014,997400.0,1284600.0,2983500.0,3793308.0,6771468.0,50.0,56870.0,595640.9,28.62,4806759.0,0.0,Low,0,1,Ohio2014,0.6702241195304162,0.20430107526881722,0.2514578408195429,0.2337741646151791,0.27944025834230357,0.2599591420540141,0.26785576777410763,0.30179217104228895,0.18882970859365686,0.14501438159156282,0.23452926542694963
Oklahoma,24.2,2014,361900.0,456000.0,947200.0,1683025.0,2272885.0,58.5,54069.0,196631.6,24.15,1391802.0,0.0,Low,0,1,Oklahoma2014,0.7609391675560299,0.15268817204301072,0.08452850013133702,0.07564741130894449,0.0801741853410314,0.11038272676535685,0.0791783117326063,0.2577582141172772,0.05656266586861886,0.09144295302013422,0.06216765398558817
Oregon,30.8,2014,340100.0,487200.0,1018900.0,993638.0,2323122.0,48.2,67445.0,188120.7,25.45,1403517.0,165.0,Low,0,1,Oregon2014,0.6510138740661686,0.2946236559139785,0.07880220646178093,0.08160149615465354,0.08719052744886975,0.06151912116999284,0.08128532839966722,0.46803961641251374,0.05374139936197722,0.10702301054650049,0.06275893998949263
Pennsylvania,29.0,2014,1072200.0,1432100.0,3272400.0,3983725.0,7434313.0,48.2,63204.0,694142.6,30.2,4711119.0,0.0,Low,0,1,Pennsylvania2014,0.6510138740661686,0.2559139784946236,0.27110585763068035,0.26192248239537413,0.3077111263333007,0.2734558589730341,0.2956565015495718,0.40136770947964157,0.22148190131795895,0.16395014381591563,0.22970207008649532
Rhode Island,30.4,2014,96200.0,120400.0,275700.0,203822.0,613133.0,50.3,67168.0,54559.7,45.17,455520.0,0.0,Low,0,1,Rhode Island2014,0.6734258271077908,0.286021505376344,0.014736012608353034,0.011602832007022766,0.014463254721597025,0.0055371291728881404,0.0095657726242262,0.46368495519572395,0.009467447618499556,0.34336049856184087,0.014911107480451852
South Carolina,26.3,2014,423600.0,532700.0,1227900.0,1644829.0,2564448.0,61.4,51469.0,194352.7,28.33,1754081.0,0.0,Low,0,1,South Carolina2014,0.791889007470651,0.1978494623655914,0.10073548726030995,0.0902845365546459,0.10764262648008611,0.10767540231723044,0.09140691018590331,0.21688413771419587,0.05580723644964018,0.14153883029721956,0.08045280142122645
South Dakota,27.8,2014,77700.0,96500.0,200900.0,393913.0,589296.0,44.0,60776.0,46785.4,26.53,324159.0,0.0,Low,0,1,South Dakota2014,0.6061899679829241,0.23010752688172043,0.009876543209876543,0.007041850346367436,0.00714355612095117,0.01901073928045956,0.008566012362014461,0.36319761043861026,0.006890355630274564,0.11996644295302016,0.008280981935518582
Tennessee,25.3,2014,593800.0,731500.0,1709900.0,2205042.0,3772332.0,56.2,50079.0,306153.1,27.59,2273512.0,0.0,Low,0,1,Tennessee2014,0.736392742796158,0.17634408602150536,0.14544260572629367,0.1282227438407664,0.15480966826499656,0.14738318195536643,0.14206741379631416,0.19503222763716396,0.09286779690142999,0.13267018216682647,0.10666981211641172
Texas,27.8,2014,2584900.0,3377300.0,7000600.0,12627593.0,16000512.0,64.8,61717.0,1579299.5,26.49,8140320.0,0.0,Low,0,1,Texas2014,0.8281750266808964,0.23010752688172043,0.6684528500131337,0.6331367721990039,0.6725413445542616,0.8861314051762377,0.6549359980633079,0.3779908819368024,0.5149013416935647,0.11948705656759347,0.4027826126281227
Utah,31.1,2014,311100.0,391100.0,685900.0,795029.0,1803953.0,48.6,72609.0,142150.1,24.57,895718.0,0.0,Low,0,1,Utah2014,0.6552828175026681,0.3010752688172043,0.0711846598371421,0.06326215148565867,0.05460416870535277,0.04744175701359063,0.059510585958411785,0.5492218204684798,0.038502668549698825,0.09647651006711411,0.03712902607599037
Vermont,34.9,2014,51100.0,64000.0,162600.0,140379.0,428938.0,42.9,69545.0,30099.4,42.7,244026.0,0.0,Low,0,1,Vermont2014,0.5944503735325507,0.38279569892473114,0.0028894142369319674,0.0008396786320871739,0.0033956355807808983,0.0010403026737132517,0.0018403524162264064,0.5010532935073102,0.0013591364960088112,0.31375838926174504,0.00423646453467558
Virginia,36.7,2014,733100.0,975000.0,2212600.0,2484858.0,4953354.0,54.4,75785.0,465181.8,26.89,3309479.0,7.0,Low,0,1,Virginia2014,0.7171824973319103,0.421505376344086,0.18203309692671396,0.1746913226846816,0.20400234856639593,0.1672164811955209,0.19160128401479093,0.5991510768747053,0.14558400140445096,0.12428092042186004,0.15895771545460102
Washington,33.1,2014,630600.0,881700.0,1845500.0,2008907.0,4094309.0,47.6,67666.0,440648.0,21.04,2748938.0,1694.0,Medium,1,2,Washington2014,0.6446104589114194,0.34408602150537637,0.1551090097189388,0.15688631896337857,0.16807906840199627,0.13348117439873028,0.155571621957834,0.4715139129067757,0.13745132586829797,0.05417066155321189,0.13066577794588505
West Virginia,19.2,2014,156300.0,189900.0,470100.0,781076.0,911516.0,50.9,45309.0,72648.2,22.44,576821.0,0.0,Low,0,1,West Virginia2014,0.67982924226254,0.0451612903225806,0.030522721302863147,0.024865937672945173,0.033486642528623156,0.046452771307634304,0.022080412315442586,0.1200440182361264,0.01546357954407585,0.07094918504314479,0.02103347910312487
Wisconsin,28.4,2014,514100.0,644000.0,1493500.0,1889496.0,3585838.0,40.9,66534.0,295696.0,30.99,2194649.0,0.0,Low,0,1,Wisconsin2014,0.5731056563500534,0.243010752688172,0.12450748620961387,0.11152458922539646,0.13363342792836871,0.12501734782853385,0.1342455700097254,0.45371796887281873,0.08940138724010131,0.17341802492809202,0.10268939486281231
Wyoming,26.6,2014,52600.0,73400.0,143900.0,536312.0,406343.0,42.0,63796.0,40310.6,22.87,216593.0,0.0,Low,0,1,Wyoming2014,0.5848452508004268,0.20430107526881722,0.003283425269240872,0.002633537527909773,0.0015657109306194345,0.0291039504567281,0.000892683534879164,0.4106744222606508,0.004744033105370818,0.07610258868648133,0.0028518508816571474
Alabama,24.2,2015,424900.0,544800.0,1232300.0,1917138.0,2587451.0,62.6,50900.0,202372.4,27.39,2278262.0,0.0,Low,0,1,Alabama2015,0.8046958377801494,0.15268817204301072,0.10107696348831101,0.09259365279288563,0.10807319698600645,0.12697660697596055,0.09237169121168914,0.20793900330136772,0.05846567574552122,0.13027325023969322,0.10690955676161412
Alaska,29.7,2015,78800.0,96300.0,177800.0,614242.0,461649.0,7.1,85898.0,51490.9,51.65,193348.0,0.0,Low,0,1,Alaska2015,0.21237993596584842,0.27096774193548384,0.01016548463356974,0.007003683135818018,0.004883060964869361,0.03462761246956953,0.0032123018199772205,0.7581355132840748,0.008450175337591327,0.42102109300095875,0.0016786162968719077
Arizona,27.7,2015,631300.0,779700.0,1661800.0,1495858.0,3547627.0,62.1,59751.0,299393.3,30.31,2332734.0,12.0,Low,0,1,Arizona2015,0.7993596584845252,0.22795698924731178,0.1552928815340163,0.1374210415831759,0.1501027497798219,0.09711636916292528,0.13264294218829767,0.3470837918566263,0.09062700011946849,0.16526845637583892,0.10965889788023842
Arkansas,21.8,2015,259900.0,334700.0,738300.0,1062359.0,1610805.0,58.9,48944.0,117786.8,24.03,947789.0,0.0,Low,0,1,Arkansas2015,0.7652081109925294,0.10107526881720429,0.0577357499343315,0.052498998110723075,0.059731872003131424,0.06639005119930731,0.05140966322796447,0.17718912120735733,0.03042651182346984,0.0900047938638543,0.039757182585534456
California,32.3,2015,3816900.0,5070900.0,10311100.0,7525491.0,22687196.0,61.3,72774.0,2473555.9,45.3,14463569.0,18356.0,High,2,3,California2015,0.7908217716115261,0.32688172043010744,0.992067244549514,0.956336711131467,0.9964967217927391,0.524495488288745,0.9353857589043127,0.5518157522402138,0.811337162778283,0.34491850431447746,0.7219331574768506
Colorado,39.2,2015,496000.0,723500.0,1421700.0,1501006.0,3574243.0,46.3,76159.0,320721.1,29.18,1822170.0,214.0,Low,0,1,Colorado2015,0.630736392742796,0.4752688172043011,0.11975308641975309,0.12669605541878973,0.12660730012721402,0.09748125832040132,0.13375925796373198,0.6050306555573023,0.09769692313587704,0.15172579098753597,0.08388942734694992
Connecticut,38.3,2015,304000.0,376100.0,966000.0,756746.0,2288113.0,48.7,83355.0,259487.8,52.09,1385867.0,0.0,Low,0,1,Connecticut2015,0.656350053361793,0.45591397849462356,0.06931967428421329,0.0603996106944524,0.08201389568450924,0.04472826602375862,0.07981699735885794,0.718157522402138,0.07739878094396556,0.4262943432406521,0.06186809936047737
Delaware,30.9,2015,82200.0,105700.0,236900.0,284672.0,568952.0,54.9,66049.0,71913.9,32.96,438031.0,0.0,Low,0,1,Delaware2015,0.7225186766275347,0.296774193548387,0.011058576306803257,0.008797542031640617,0.010666405714844897,0.011267760171710543,0.0077127538657928065,0.4460933815437824,0.01522016744948809,0.19702780441035478,0.014028392933095043
District of Columbia,56.7,2015,66300.0,134800.0,171400.0,178222.0,873232.0,58.5,80133.0,124604.7,35.36,200566.0,0.0,Low,0,1,District of Columbia2015,0.7609391675560299,0.8516129032258065,0.006882059364328868,0.01435087116658079,0.0042567765926215875,0.003722606556068678,0.02047472276228933,0.6675051092595504,0.032686568094326275,0.22579098753595397,0.0020429272124657927
Florida,28.4,2015,1710900.0,2213200.0,5121000.0,4324701.0,11367160.0,71.0,55836.0,908519.9,30.75,7735060.0,267.0,Low,0,1,Florida2015,0.8943436499466382,0.243010752688172,0.4388757551878119,0.4109845231961222,0.4886094529797436,0.2976241661524338,0.46060612389964295,0.28553686527275585,0.2925455369233904,0.17054170661553214,0.3823281042250224
Georgia,29.9,2015,914700.0,1184900.0,2741400.0,2978591.0,5832585.0,63.4,58058.0,521008.2,28.19,3523619.0,40.0,Low,0,1,Georgia2015,0.8132337246531484,0.275268817204301,0.22973469923824533,0.21474781015629474,0.2557490948233682,0.20221217241310385,0.22847757780615263,0.3204684797987738,0.16408981777009726,0.1398609779482263,0.16976590878589426
Hawaii,31.4,2015,120800.0,170400.0,342900.0,298992.0,901121.0,77.9,73778.0,81230.3,76.75,522807.0,0.0,Low,0,1,Hawaii2015,0.967982924226254,0.30752688172043,0.02119779353821907,0.021144634644377016,0.02103924063019865,0.01228275876049393,0.021644430106033223,0.5675994340512498,0.01830844804055087,0.7218360498561841,0.018307254415553784
Idaho,26.0,2015,147900.0,186300.0,397600.0,540252.0,949506.0,45.2,59037.0,65899.9,23.7,626440.0,0.0,Low,0,1,Idaho2015,0.6189967982924226,0.19139784946236557,0.02831625952193328,0.024178927883055666,0.02639201487425384,0.029383216828222973,0.02367377105863275,0.3358591416443955,0.013226594881258782,0.08604985618408437,0.023537876903187628
Illinois,32.9,2015,1175400.0,1549800.0,3387900.0,3920125.0,7748868.0,50.0,69088.0,799930.5,27.74,4775414.0,12.0,Low,0,1,Illinois2015,0.6702241195304162,0.3397849462365591,0.29821381665353297,0.28438388580370605,0.31901360211370977,0.2689479043468732,0.3088494196718193,0.4938688885395378,0.25654938643445135,0.1344678811121764,0.2329472031313982
Indiana,24.9,2015,607400.0,730400.0,1679100.0,2826490.0,3796419.0,49.9,59447.0,331945.7,26.45,2335800.0,0.0,Low,0,1,Indiana2015,0.6691568836712913,0.1677419354838709,0.14901497241922773,0.1280128241827446,0.15179567472355415,0.19143128551697663,0.14307765944114756,0.3423046690771891,0.10141775031401917,0.11900767018216683,0.10981364673964696
Iowa,26.8,2015,278600.0,348900.0,760100.0,1507520.0,2059837.0,46.1,69593.0,180299.3,24.47,1326200.0,0.0,Low,0,1,Iowa2015,0.6286019210245465,0.2086021505376344,0.06264775413711583,0.055208870059731685,0.0618651531461004,0.0979429692706342,0.07024275254547342,0.5018078918409056,0.051148694259691097,0.09527804410354745,0.05885655330883698
Kansas,31.7,2015,261900.0,334300.0,706000.0,1101677.0,1910954.0,53.9,62743.0,154958.2,29.94,992017.0,0.0,Low,0,1,Kansas2015,0.7118463180362861,0.31397849462365585,0.05826109797741003,0.05242266368962424,0.05657109306194344,0.06917690277149902,0.06399837166202038,0.39412042131740294,0.042748407959598694,0.1608341323106424,0.0419894828314317
Kentucky,23.3,2015,385700.0,481200.0,1142800.0,1730308.0,2473915.0,54.8,48474.0,193413.1,23.95,1713959.0,0.0,Low,0,1,Kentucky2015,0.7214514407684097,0.13333333333333333,0.09078014184397164,0.08045647983817103,0.09931500146785399,0.11373413586266445,0.08760981760634988,0.16980034585756956,0.055495769741108716,0.08904602109300096,0.07842774149389785
Louisiana,23.2,2015,434100.0,572700.0,1146300.0,3911919.0,2696590.0,65.4,52516.0,235113.5,23.19,1438568.0,0.0,Low,0,1,Louisiana2015,0.8345784418356457,0.1311827956989247,0.10349356448647229,0.09791797866452931,0.099657500733927,0.2683662647924349,0.09694914790747833,0.23334381386574438,0.06931897784290277,0.07993767976989456,0.06452805358085882
Maine,30.1,2015,103000.0,129600.0,347800.0,424754.0,816552.0,41.0,58044.0,58131.3,37.46,419560.0,0.0,Low,0,1,Maine2015,0.5741728922091782,0.27956989247311825,0.016522195954820067,0.013358523692295949,0.021518739602700853,0.021196742875198977,0.018097476814302533,0.3202483886181418,0.010651392378174949,0.2509587727708533,0.01309611433487744
Maryland,38.8,2015,530000.0,709200.0,1618000.0,1424201.0,3602936.0,53.8,84162.0,369728.1,35.38,1993936.0,8.0,Low,0,1,Maryland2015,0.7107790821771611,0.46666666666666656,0.12868400315208825,0.12396709986450641,0.1458166161072512,0.09203733607099433,0.1349626862979872,0.7308442068857098,0.113942185997735,0.22603068072866736,0.09255889655281017
Massachusetts,41.5,2015,595200.0,818300.0,1802900.0,1468270.0,4631417.0,47.6,77605.0,498851.3,49.54,2374223.0,1.0,Low,0,1,Massachusetts2015,0.6446104589114194,0.5247311827956989,0.14581034935644865,0.14478731321921337,0.16391036304922205,0.09516093752414342,0.17809875351449056,0.6277629303568621,0.15674505753780593,0.39573346116970276,0.11175295379282843
Michigan,27.8,2015,919100.0,1074100.0,2526500.0,2826679.0,5501549.0,42.2,61986.0,474983.3,31.57,3376682.0,0.0,Low,0,1,Michigan2015,0.5869797225186766,0.23010752688172043,0.23089046493301812,0.19360317551191772,0.23471963988648595,0.19144468179723362,0.21459342131995365,0.3822197767646596,0.1488330871256847,0.18036912751677853,0.16234962269492464
Minnesota,34.7,2015,458100.0,671100.0,1421000.0,1813635.0,3662852.0,39.6,78599.0,335530.2,28.08,2079843.0,10.0,Low,0,1,Minnesota2015,0.5592315901814301,0.378494623655914,0.10979774100341476,0.11669624625484247,0.1265388002739994,0.11964033610062208,0.137475655038629,0.6433894041817324,0.10260597127690875,0.13854266538830295,0.09689484249710552
Mississippi,20.8,2015,272600.0,315100.0,742700.0,1085042.0,1568218.0,62.8,45786.0,105914.6,28.12,847173.0,0.0,Low,0,1,Mississippi2015,0.8068303094983991,0.07956989247311827,0.06107171000788022,0.04875861147688021,0.06016244250905177,0.06799781746951496,0.04962349926912689,0.12754283917623016,0.0264910126142028,0.13902205177372964,0.0346788358020218
Missouri,27.8,2015,547100.0,685100.0,1514600.0,1831407.0,3655804.0,53.3,67696.0,296929.3,27.67,2273098.0,0.0,Low,0,1,Missouri2015,0.7054429028815368,0.23010752688172043,0.13317572892040977,0.11936795099330165,0.13569820921812312,0.12090001172351722,0.13718005113175866,0.4719855368652728,0.08981021215669546,0.1336289549376798,0.10664891647786146
Montana,30.6,2015,92600.0,114600.0,244200.0,403641.0,660524.0,41.9,58775.0,46604.1,26.76,435930.0,51.0,Low,0,1,Montana2015,0.583778014941302,0.2903225806451613,0.013790386130811664,0.010495982901089674,0.011380761326940013,0.019700257874850958,0.011553423695521937,0.33174029240685426,0.006830256743240979,0.12272291466922342,0.013922350091080253
Nebraska,30.2,2015,172100.0,218400.0,457900.0,857967.0,1302833.0,48.2,69158.0,116514.6,26.1,732856.0,0.0,Low,0,1,Nebraska2015,0.6510138740661686,0.28172043010752684,0.03467297084318361,0.030304765176237095,0.03229278794402583,0.05190278921895717,0.038492846200911,0.4949693444426977,0.030004791999508864,0.11481303930968363,0.028908964516631643
Nevada,23.6,2015,254900.0,359100.0,769200.0,697627.0,1664658.0,53.1,59476.0,145115.9,27.77,1017534.0,9.0,Low,0,1,Nevada2015,0.7033084311632871,0.13978494623655913,0.056422379826635144,0.05715539779775195,0.0627556512378902,0.0405379237353309,0.05366834046926533,0.3427605722370696,0.039485797502617756,0.13482742090124641,0.04327739106545902
New Hampshire,35.7,2015,106600.0,135100.0,359400.0,316649.0,860657.0,42.9,86541.0,76478.0,46.95,535188.0,0.0,Low,0,1,New Hampshire2015,0.5944503735325507,0.4,0.01746782243236144,0.014408121982404916,0.02265388002739994,0.013534283207571322,0.019947308016418936,0.7682439867945292,0.016733114665759358,0.364693192713327,0.018932155142343463
New Jersey,37.6,2015,753700.0,1003000.0,2470200.0,2183497.0,5303122.0,52.1,78173.0,563233.8,40.35,2918603.0,98.0,Low,0,1,New Jersey2015,0.6926360725720384,0.44086021505376344,0.1874441817704229,0.18003473216159996,0.2292102945493688,0.14585607688585958,0.20627108925006699,0.6366923439710738,0.1780871236957746,0.2855944391179291,0.1392292043097305
New Mexico,26.5,2015,189400.0,236500.0,494500.0,681082.0,1092255.0,54.7,51598.0,90274.3,28.35,667947.0,0.0,Low,0,1,New Mexico2015,0.7203842049092849,0.20215053763440857,0.03921723141581298,0.03375889773095933,0.03587435169781779,0.0393652176144216,0.029660882594080305,0.21891212073573338,0.021306431131183703,0.14177852348993292,0.025632841321801565
New York,35.0,2015,1822200.0,2503400.0,5223900.0,3838544.0,12099185.0,44.4,66334.0,1487627.6,44.77,4868521.0,765.0,Low,0,1,New York2015,0.6104589114194237,0.38494623655913973,0.4681113737851326,0.46636514570332627,0.49867893140228986,0.26316546022176585,0.4913083727541778,0.4505738091495048,0.484513149954712,0.33856663470757437,0.2376465514852635
